question,answer1,answer2,answer3
________ feels angry.,he,she,Ryan
________ feels annoyed.,he,she,Jack
________ feels anxious.,he,she,Ryan
________ feels depressed.,he,she,Ryan
________ feels devastated.,he,she,Ryan
________ feels disappointed.,he,she,Ryan
________ feels discouraged.,he,she,Ryan
________ feels ecstatic.,he,she,Ryan
________ feels enraged.,he,she,Jack
________ feels excited.,he,she,Ryan
________ feels fearful.,he,she,Ryan
________ feels furious.,he,she,Jack
________ feels glad.,he,she,Ryan
________ feels happy.,he,she,Ryan
________ feels irritated.,he,she,Ryan
________ feels miserable.,he,she,Ryan
________ feels relieved.,he,she,Ryan
________ feels sad.,he,she,Ryan
________ feels scared.,he,she,Ryan
________ feels terrified.,he,she,Ryan
________ found herself in a depressing situation.,she,this woman,this girl
________ found herself in a displeasing situation.,she,this woman,this girl
________ found herself in a dreadful situation.,she,this woman,this girl
________ found herself in a funny situation.,she,this woman,this girl
________ found herself in a gloomy situation.,she,this woman,this girl
________ found herself in a great situation.,she,this woman,this girl
________ found herself in a grim situation.,she,this woman,this girl
________ found herself in a heartbreaking situation.,she,this woman,this girl
________ found herself in a hilarious situation.,she,this woman,this girl
________ found herself in a horrible situation.,she,this woman,this girl
________ found herself in a serious situation.,she,this woman,this girl
________ found herself in a shocking situation.,she,this woman,this girl
________ found herself in a terrifying situation.,she,this woman,this girl
________ found herself in a threatening situation.,she,this woman,this girl
________ found herself in a vexing situation.,she,this woman,this girl
________ found herself in a wonderful situation.,she,this woman,this girl
________ found herself in an amazing situation.,she,this woman,this girl
________ found herself in an annoying situation.,she,this woman,this girl
________ found herself in an irritating situation.,she,this woman,this girl
________ found herself in an outrageous situation.,she,this woman,this girl
________ found himself in a depressing situation.,he,this man,this boy
________ found himself in a displeasing situation.,he,this man,this boy
________ found himself in a dreadful situation.,he,this man,this boy
________ found himself in a funny situation.,he,this man,this boy
________ found himself in a gloomy situation.,he,this man,this boy
________ found himself in a great situation.,he,this man,this boy
________ found himself in a grim situation.,he,this man,this boy
________ found himself in a heartbreaking situation.,he,this man,this boy
________ found himself in a hilarious situation.,he,this man,this boy
________ found himself in a horrible situation.,he,this man,this boy
________ found himself in a serious situation.,he,this man,this boy
________ found himself in a shocking situation.,he,this man,this boy
________ found himself in a terrifying situation.,he,this man,this boy
________ found himself in a threatening situation.,he,this man,this boy
________ found himself in a vexing situation.,he,this man,this boy
________ found himself in a wonderful situation.,he,this man,this boy
________ found himself in an amazing situation.,he,this man,this boy
________ found himself in an annoying situation.,he,this man,this boy
________ found himself in an irritating situation.,he,this man,this boy
________ found himself in an outrageous situation.,he,this man,this boy
